,User-ID,Location,Age,profession,ville
141993,141994,"lille, nord, france",30.0,medical,lille
142061,142062,"mennecy, paris - essonne, france",41.0,medical,mennecy
142099,142100,"paris, paris, france",34.0,medical,paris
142120,142121,"villeurbanne, rhone, france",33.0,medical,villeurbanne
142174,142175,"toulon, provence, france",65.0,medical,toulon
142191,142192,"paris, paris, france",30.0,medical,paris
142252,142253,"vigneux sur seine, n/a, france",16.0,medical,vigneux sur seine
142255,142256,"paris, paris, france",52.0,medical,paris
142356,142357,"toulouse, haute-garonne, france",34.0,medical,toulouse
142411,142412,"paris, ille de france, france",20.0,medical,paris
142478,142479,"nice, paca, france",34.0,medical,nice
142486,142487,"paris, n/a, france",38.0,medical,paris
142523,142524,"plouguin, bretagne, france",36.0,medical,plouguin
142554,142555,"le vésinet, yvelines, france",32.0,medical,le vésinet
142564,142565,"paris, n/a, france",61.0,medical,paris
142578,142579,"paris, ile de france, france",34.0,medical,paris
142579,142580,"eragny-sur-oise, ile de france, france",34.0,medical,eragny-sur-oise
142583,142584,"paris, ile de france, france",21.0,medical,paris
142599,142600,"evry, n/a, france",59.0,medical,evry
142622,142623,"val de la haye, n/a, france",34.0,medical,val de la haye
142660,142661,"salon de provence, bouches du rhone, france",34.0,medical,salon de provence
142679,142680,"paris, pennsylvania, france",26.0,medical,paris
142708,142709,"paris, n/a, france",34.0,medical,paris
142714,142715,"lyon, rhône-alpes, france",35.0,medical,lyon
142744,142745,"vincennes, ile de france, france",38.0,medical,vincennes
142758,142759,"argenteuil, île de france, france",34.0,medical,argenteuil
142800,142801,"locoal camors, brittany, france",17.0,medical,locoal camors
142822,142823,"paris, paris, france",29.0,medical,paris
142860,142861,"paris, ile de france, france",34.0,medical,paris
142934,142935,"nantes, pays de la loire, france",34.0,medical,nantes
142969,142970,"bourg saint maurice, n/a, france",17.0,medical,bourg saint maurice
143033,143034,"paris, n/a, france",34.0,medical,paris
143120,143121,"toulouse, toulouse, france",66.0,medical,toulouse
143123,143124,"mennecy, ile-de-france, france",34.0,medical,mennecy
143133,143134,"paris, idf, france",27.0,medical,paris
143162,143163,"mulhouse, alsace, france",26.0,medical,mulhouse
143174,143175,"paris, , france",28.0,medical,paris
143210,143211,"eguelshardt, lorraine, france",34.0,medical,eguelshardt
143252,143253,"strasbourg, alsace, france",27.0,medical,strasbourg
143269,143270,"la turbie, alpes-maritimes, france",34.0,medical,la turbie
143293,143294,"lyon, n/a, france",42.0,medical,lyon
143301,143302,"saint-denis, ile de france, france",31.0,medical,saint-denis
143307,143308,"charenton-le-pont, n/a, france",36.0,medical,charenton-le-pont
143341,143342,"paris, n/a, france",35.0,medical,paris
143385,143386,"paris, paris, france",67.0,medical,paris
143412,143413,"strasbourg, alsace, france",34.0,medical,strasbourg
143414,143415,"bordeaux, aquitaine, france",50.0,medical,bordeaux
143418,143419,"caen, normandy, france",34.0,medical,caen
143426,143427,"toulouse, haute garonne, france",24.0,medical,toulouse
143428,143429,"meulan, ile de france, france",49.0,medical,meulan
143444,143445,"nantes, pays de la loire, france",26.0,medical,nantes
143463,143464,"vanves, ile-de-france, france",34.0,medical,vanves
143494,143495,"***, n/a, france",29.0,medical,***
143496,143497,"notre dame de monts, pays de la loire, france",36.0,medical,notre dame de monts
143575,143576,"desertines, n/a, france",53.0,medical,desertines
143646,143647,"paris, france, france",38.0,medical,paris
143682,143683,"75019, france, france",48.0,medical,75019
143791,143792,"paris, paris (75), france",25.0,medical,paris
143806,143807,"dijon, n/a, france",23.0,medical,dijon
143808,143809,"paris, n/a, france",21.0,medical,paris
143812,143813,"toulouse, midi pyrenees, france",34.0,medical,toulouse
143938,143939,"toulouse, midi-pyrénées, france",34.0,medical,toulouse
143967,143968,"paris, ile de france, france",39.0,medical,paris
143975,143976,"marseille, paca, france",42.0,medical,marseille
144016,144017,"brest, bretagne, france",34.0,medical,brest
144037,144038,"lille, north of france, france",49.0,medical,lille
144059,144060,"voray sur l`ognon, france, france",34.0,medical,voray sur l`ognon
144061,144062,"toulouse, , france",16.0,medical,toulouse
144123,144124,"magny les hameaux, n/a, france",29.0,medical,magny les hameaux
144132,144133,"toulouse, south of france, france",38.0,medical,toulouse
144150,144151,"le cres, hérault, france",34.0,medical,le cres
144190,144191,"paris, ile de france, france",34.0,medical,paris
144193,144194,"chevry-cossigny, n/a, france",21.0,medical,chevry-cossigny
144205,144206,"rennes, bretagne, france",33.0,medical,rennes
144222,144223,"strasbourg, alsace, france",20.0,medical,strasbourg
144254,144255,"nancy, lorraine, france",34.0,medical,nancy
144267,144268,"lyon, rhône-alpes, france",32.0,medical,lyon
144314,144315,"paris, new york, france",34.0,medical,paris
144327,144328,"paris, n/a, france",39.0,medical,paris
144347,144348,"nantes, france, france",31.0,medical,nantes
144348,144349,"dijon, bourgogne, france",34.0,medical,dijon
144354,144355,"paris, ile de france, france",34.0,medical,paris
144390,144391,"thouaré sur loire, pays de loire, france",38.0,medical,thouaré sur loire
144457,144458,"savigny le temple, berlin, france",34.0,medical,savigny le temple
144465,144466,"¨paris, n/a, france",34.0,medical,¨paris
144477,144478,"firminy, rhone-alpes, france",39.0,medical,firminy
144515,144516,"nantes, n/a, france",41.0,medical,nantes
144530,144531,"paris, ile de france, france",37.0,medical,paris
144548,144549,"brest, finistère, france",34.0,medical,brest
144554,144555,"paris, friuli venezia giulia, france",37.0,medical,paris
144594,144595,"paron, bougogne, france",34.0,medical,paron
144689,144690,"clermont-ferrand, auvergne, france",34.0,medical,clermont-ferrand
144726,144727,"bois colombes, hauts-de-seine, france",45.0,medical,bois colombes
144741,144742,"strasbourg, bas rhin, france",47.0,medical,strasbourg
144790,144791,"paris, paris, france",18.0,medical,paris
144798,144799,"reims, n/a, france",34.0,medical,reims
144810,144811,"strasbourg, alsace, france",44.0,medical,strasbourg
144827,144828,"crémarest, france, france",34.0,medical,crémarest
144909,144910,"lille, n/a, france",34.0,medical,lille
144924,144925,"angers, maine et loire, france",32.0,medical,angers
144945,144946,"remiremont, lorraine, france",34.0,medical,remiremont
144952,144953,"lyon, rhône-alpes, france",49.0,medical,lyon
144974,144975,"ivry sur seine, region parisienne, france",34.0,medical,ivry sur seine
145108,145109,"rennes, bretagne, france",45.0,medical,rennes
145130,145131,"paris, paris (ile-de-france), france",34.0,medical,paris
145164,145165,"montpellier, languedoc-roussillon, france",38.0,medical,montpellier
145176,145177,"maisons-alfort, ile de france, france",34.0,medical,maisons-alfort
145217,145218,"thoiry, \n/a\"", france""",40.0,medical,thoiry
145233,145234,"hazebrouck, n/a, france",52.0,medical,hazebrouck
145235,145236,"blabli, florida, france",34.0,medical,blabli
145285,145286,"toulouse, n/a, france",34.0,medical,toulouse
145329,145330,"paris, paris, france",61.0,medical,paris
145343,145344,"paris, paris, france",49.0,medical,paris
145411,145412,"paris, ile-de-france, france",60.0,medical,paris
145412,145413,"paris, ile-de-france / paris, france",32.0,medical,paris
145448,145449,"chatillon sur seine, bourgogne, france",34.0,medical,chatillon sur seine
145450,145451,"ile d`oleron, n/a, france",63.0,medical,ile d`oleron
145458,145459,"paris, ile de france, france",34.0,medical,paris
145467,145468,"boulogne s/mer, pas de calais, france",34.0,medical,boulogne s/mer
145495,145496,"fort frances, ontario, canada",19.0,medical,fort frances
145542,145543,"paris, ile de france, france",28.0,medical,paris
145611,145612,"anzeme, creuse, france",34.0,medical,anzeme
145613,145614,"lille, nord (59), france",41.0,medical,lille
145618,145619,"strasbourg, prince edward island, france",36.0,medical,strasbourg
145620,145621,"paris, ile de france, france",28.0,medical,paris
145621,145622,"paris, ile de france, france",34.0,medical,paris
145634,145635,"paris, ile de france, france",28.0,medical,paris
145640,145641,"strasbourg, alsace, france",34.0,medical,strasbourg
145687,145688,"mont de marsan, sud ouest, france",34.0,medical,mont de marsan
145698,145699,"lyon, rhone-alpes, france",27.0,medical,lyon
145705,145706,"boulogne, n/a, france",37.0,medical,boulogne
145723,145724,"rodez, sud ouest, france",36.0,medical,rodez
145736,145737,"paris, ile-de-france, france",40.0,medical,paris
145760,145761,"paris, n/a, france",15.0,medical,paris
145765,145766,"pins justaret, midi pyrénées, france",39.0,medical,pins justaret
145840,145841,"bordeaux, france, france",34.0,medical,bordeaux
145844,145845,"paris, ile de france, france",26.0,medical,paris
145884,145885,"paris, n/a, france",24.0,medical,paris
145886,145887,"marseille, provence, france",34.0,medical,marseille
145960,145961,"zinswiller, alsace, france",51.0,medical,zinswiller
145992,145993,"zinswiller, , france",38.0,medical,zinswiller
145999,146000,"paris, idf, france",34.0,medical,paris
146037,146038,"paris, ile de france, france",34.0,medical,paris
146058,146059,"caen, rheinland-pfalz, france",34.0,medical,caen
146105,146106,"lille ( la bassée, nord, france",34.0,medical,lille ( la bassée
146109,146110,"montpellier, languedoc roussillon, france",32.0,medical,montpellier
146112,146113,"marseille, n/a, france",34.0,medical,marseille
146174,146175,"paris, wyoming, france",27.0,medical,paris
146229,146230,"paris, \n/a\"", france""",49.0,medical,paris
146278,146279,"reims, n/a, france",42.0,medical,reims
146301,146302,"paris, virginia, france",61.0,medical,paris
146307,146308,"levallois-perret, ile de france, france",54.0,medical,levallois-perret
146347,146348,"paris, n/a, france",34.0,medical,paris
146385,146386,"paris, ile de france, france",14.0,medical,paris
146427,146428,"paris, n/a, france",34.0,medical,paris
146439,146440,"lille, nord, france",35.0,medical,lille
146455,146456,"brest, bretagne, france",34.0,medical,brest
146468,146469,"toulouse, haute-garonne, france",65.0,medical,toulouse
146516,146517,"saint maur, ile de france, france",22.0,medical,saint maur
146529,146530,"nantes, loire atlantique, france",34.0,medical,nantes
146572,146573,"paris, ile de france, france",45.0,medical,paris
146581,146582,"paris, n/a, france",34.0,medical,paris
146698,146699,"paris, ile-de-france, france",34.0,medical,paris
146708,146709,"moisson, yvelines, france",34.0,medical,moisson
146739,146740,"paris, ile de france, france",43.0,medical,paris
146777,146778,"paris, ile de france, france",34.0,medical,paris
146802,146803,"morlaix, bretagne, france",34.0,medical,morlaix
146815,146816,"poissy, ile de france, france",34.0,medical,poissy
146854,146855,"paris, ile de france, france",34.0,medical,paris
146931,146932,"bordeaux, n/a, france",30.0,medical,bordeaux
146990,146991,"lille(hem), nord, france",38.0,medical,lille(hem)
147020,147021,"carqueiranne., provence-côte d`azur, france",47.0,medical,carqueiranne.
147044,147045,"paris, n/a, france",28.0,medical,paris
147140,147141,"paris, n/a, france",21.0,medical,paris
147155,147156,"douai, nord pas de calais, france",42.0,medical,douai
147213,147214,"lyon, n/a, france",34.0,medical,lyon
147223,147224,"mulhouse, alsace, france",41.0,medical,mulhouse
147371,147372,"metz, lorraine, france",41.0,medical,metz
147384,147385,"paris, ile-de-france, france",34.0,medical,paris
147419,147420,"paris, n/a, france",53.0,medical,paris
147450,147451,"chambéry, savoie, france",37.0,medical,chambéry
147474,147475,"grenoble, california, france",57.0,medical,grenoble
147675,147676,"chelles, seine et marne, france",50.0,medical,chelles
147684,147685,"lyon, rhône-alpes, france",34.0,medical,lyon
147685,147686,"cannes, alpes maritimes, france",34.0,medical,cannes
147686,147687,"arras, nord pas de calais, france",17.0,medical,arras
147697,147698,"strasbourg, bas-rhin, france",34.0,medical,strasbourg
147703,147704,"bois colombes, ile de france, france",37.0,medical,bois colombes
147733,147734,"bordeaux, aquitaine, france",34.0,medical,bordeaux
147751,147752,"lyon, rhône, france",27.0,medical,lyon
147802,147803,"strasbourg, france, france",64.0,medical,strasbourg
147838,147839,"bordeaux, west virginia, france",47.0,medical,bordeaux
147839,147840,"coron, pays de la loire, france",34.0,medical,coron
147846,147847,"grenoble, n/a, france",34.0,medical,grenoble
147862,147863,"castanet, france, france",34.0,medical,castanet
147946,147947,"auvers sur oise, \n/a\"", france""",34.0,medical,auvers sur oise
147964,147965,"cassis, france, france",34.0,medical,cassis
148029,148030,"juvisy sur orge, essonne, france",34.0,medical,juvisy sur orge
148050,148051,"vienne, rhone-alpes, france",22.0,medical,vienne
148120,148121,"rueil-malmaison, hauts de seine, france",34.0,medical,rueil-malmaison
148122,148123,"paris, , france",28.0,medical,paris
148135,148136,"nantes, pays de loire, france",34.0,medical,nantes
148144,148145,"paris, n/a, france",36.0,medical,paris
148153,148154,"pierrefonds, oise, france",23.0,medical,pierrefonds
148156,148157,"paris, florida, france",43.0,medical,paris
148190,148191,"villeneuve d\ascq, nord, france""",42.0,medical,villeneuve d\ascq
148191,148192,"paris, n/a, france",50.0,medical,paris
148198,148199,"boulogne sur mer, n/a, france",50.0,medical,boulogne sur mer
148200,148201,"paris, n/a, france",34.0,medical,paris
148257,148258,"gagny, n/a, france",34.0,medical,gagny
148262,148263,"nice, alpes-maritimes, france",34.0,medical,nice
148302,148303,"nice, alpes maritimes, france",44.0,medical,nice
148313,148314,"paris, ile de france, france",29.0,medical,paris
148321,148322,"nantes, bretagne, france",17.0,medical,nantes
148343,148344,"paris, ile de france, france",79.0,medical,paris
148407,148408,"paris, arkansas, france",34.0,medical,paris
148546,148547,"castanet, hte garonne, france",14.0,medical,castanet
148650,148651,"arras, nord pas-de-calais, france",29.0,medical,arras
148661,148662,"paris, n/a, france",25.0,medical,paris
148694,148695,"génelard, n, france",26.0,medical,génelard
148703,148704,"lyon, n/a, france",34.0,medical,lyon
148711,148712,"paris, ile de france, france",34.0,medical,paris
148719,148720,"arcueil, n/a, france",40.0,medical,arcueil
148738,148739,"paris, ile de france, france",34.0,medical,paris
148743,148744,"paris, ile de france, france",67.0,medical,paris
148781,148782,"paris, paris, france",34.0,medical,paris
148793,148794,"paris, idf, france",34.0,medical,paris
148797,148798,"bernay, eure, france",54.0,medical,bernay
148799,148800,"melun, ile de france, france",52.0,medical,melun
148803,148804,"paris, n/a, france",34.0,medical,paris
148823,148824,"quimper, bretagne, france",35.0,medical,quimper
148897,148898,"nantes, pays de la loire, france",24.0,medical,nantes
148933,148934,"paris, idf, france",31.0,medical,paris
148936,148937,"mons-en-bar?ul, nord, france",15.0,medical,mons-en-bar?ul
148995,148996,"sainte colombe sur loing, yonne, france",34.0,medical,sainte colombe sur loing
149068,149069,"86190 vouille, n/a, france",30.0,medical,86190 vouille
149070,149071,"paris, ile de france, france",49.0,medical,paris
149083,149084,"paris, ile de france, france",32.0,medical,paris
149110,149111,"paris, manitoba, france",34.0,medical,paris
149115,149116,"paris, \n/a\"", france""",34.0,medical,paris
149119,149120,"gonnehem, france, france",34.0,medical,gonnehem
149197,149198,"reims, champagne, france",17.0,medical,reims
149210,149211,"paris, ile de france, france",34.0,medical,paris
149230,149231,"grenoble, isère, france",34.0,medical,grenoble
149258,149259,"paris, ile de france, france",49.0,medical,paris
149266,149267,"paris, ile de france, france",34.0,medical,paris
149274,149275,"le busseau, france, france",34.0,medical,le busseau
149323,149324,"mars, paca, france",49.0,medical,mars
149482,149483,"zeinheim, alsace, france",25.0,medical,zeinheim
149509,149510,"paris, n/a, france",41.0,medical,paris
149614,149615,"paris, paris, france",34.0,medical,paris
149660,149661,"fort frances, ontario, canada",34.0,medical,fort frances
149689,149690,"lyon, rhone, france",35.0,medical,lyon
149711,149712,"les ulis, essonne, france",27.0,medical,les ulis
149726,149727,"paris, paris, france",34.0,medical,paris
149731,149732,"lille, nord, france",70.0,medical,lille
149791,149792,"lille, north, france",61.0,medical,lille
149809,149810,"paris, n/a, france",34.0,medical,paris
149824,149825,"strasbourg, alsace, france",73.0,medical,strasbourg
149834,149835,"paris, yukon territory, france",60.0,medical,paris
149892,149893,"strasbourg, alsace, france",25.0,medical,strasbourg
149907,149908,"neuilly, n/a, france",29.0,medical,neuilly
149933,149934,"leuville sur orge, ile de france, france",44.0,medical,leuville sur orge
149955,149956,"nantes, loire-atlantique, france",38.0,medical,nantes
149956,149957,"strasbourg, bas-rhin, france",34.0,medical,strasbourg
149957,149958,"rennes, bretagne, france",34.0,medical,rennes
150013,150014,"trouillas, pyrennes orientales, france",34.0,medical,trouillas
150053,150054,"paris, ile de france, france",34.0,medical,paris
150066,150067,"toulouse, midi-pyrénées, france",29.0,medical,toulouse
150296,150297,"toulouse, midi-pyrenee, france",24.0,medical,toulouse
150326,150327,"lille, n/a, france",34.0,medical,lille
150384,150385,"paris, ile de france, france",34.0,medical,paris
150398,150399,"paris, n/a, france",34.0,medical,paris
150399,150400,"marseille, france, france",34.0,medical,marseille
150430,150431,"bordeaux, aquitaine, france",27.0,medical,bordeaux
150467,150468,"paris, ile de france, france",37.0,medical,paris
150470,150471,"paris, ile de france, france",26.0,medical,paris
150497,150498,"nantes, pays de la loire, france",38.0,medical,nantes
150553,150554,"labatut-riviere, hautes pyrenees, france",15.0,medical,labatut-riviere
150584,150585,"nemours, ile de france, france",34.0,medical,nemours
150586,150587,"paris, ile de france, france",61.0,medical,paris
150610,150611,"groslay, val d`oise, france",34.0,medical,groslay
150616,150617,"blois, centre, france",34.0,medical,blois
150656,150657,"st yrieix, _, france",26.0,medical,st yrieix
150660,150661,"nantes, pays de la loire, france",36.0,medical,nantes
150703,150704,"paris, n/a, france",24.0,medical,paris
150768,150769,"strasbourg, alsace, france",34.0,medical,strasbourg
150813,150814,"venissieux, rhone alpes, france",42.0,medical,venissieux
150862,150863,"la celle st cloud, ile de france, france",28.0,medical,la celle st cloud
150914,150915,"rennes, bretagne, france",34.0,medical,rennes
150959,150960,"toulouse, n/a, france",34.0,medical,toulouse
150967,150968,"rambouillet, yvelines, france",47.0,medical,rambouillet
150978,150979,"paris, n/a, france",34.0,medical,paris
151003,151004,"paris, ile de france, france",41.0,medical,paris
151038,151039,"nantes, loire atlantique, france",34.0,medical,nantes
151062,151063,"lille, nord pas de calais, france",70.0,medical,lille
151069,151070,"paris, ile-de-france, france",29.0,medical,paris
151085,151086,"paris, tennessee, france",39.0,medical,paris
151092,151093,"lyon, rhône-alpes, france",27.0,medical,lyon
151100,151101,"roche-la-molière, rhône-alpes, france",34.0,medical,roche-la-molière
151103,151104,"paris, ile de france, france",34.0,medical,paris
151121,151122,"paris, n/a, france",42.0,medical,paris
151124,151125,"saint cloud, friuli venezia giulia, france",34.0,medical,saint cloud
151131,151132,"paris, ile-de-france, france",44.0,medical,paris
151138,151139,"paris, ile de france, france",34.0,medical,paris
151234,151235,"clichy, hauts de seine, france",45.0,medical,clichy
151261,151262,"marmande, aquitaine, france",24.0,medical,marmande
151453,151454,"marmande, aquitaine, france",15.0,medical,marmande
151458,151459,"villefranche sur mer, alpes maritimes, france",54.0,medical,villefranche sur mer
151469,151470,"st antoine, n/a, france",34.0,medical,st antoine
151480,151481,"courbevoie, hauts de seine, france",34.0,medical,courbevoie
151502,151503,"pavillons-sous-bois, ile de france, france",33.0,medical,pavillons-sous-bois
151527,151528,"rochemaure, rhone alpes, france",34.0,medical,rochemaure
151552,151553,"nancy, lorraine, france",34.0,medical,nancy
151587,151588,"st. genis-pouilly, france, france",53.0,medical,st. genis-pouilly
151607,151608,"colombes, ile de france, france",34.0,medical,colombes
151642,151643,"colombes, ile de france, france",34.0,medical,colombes
151652,151653,"strasbourg, , france",34.0,medical,strasbourg
151683,151684,"strasbourg, alsace, france",34.0,medical,strasbourg
151737,151738,"toulouse, midi-pyrénées, france",34.0,medical,toulouse
151738,151739,"paris, n/a, france",34.0,medical,paris
151761,151762,"paris, sud, france",34.0,medical,paris
151785,151786,"montpellier, lr, france",1.0,medical,montpellier
151810,151811,"lille, nord, france",34.0,medical,lille
151823,151824,"le pradet, var, france",34.0,medical,le pradet
151845,151846,"strasbourg, alsace, france",34.0,medical,strasbourg
151990,151991,"joinville le pont, n/a, france",39.0,medical,joinville le pont
152014,152015,"lyon, rhones, france",34.0,medical,lyon
152015,152016,"marseille, france, france",29.0,medical,marseille
152019,152020,"loudéac, bretagne, france",34.0,medical,loudéac
152035,152036,"paris, , france",47.0,medical,paris
152045,152046,"paris, france, france",58.0,medical,paris
152081,152082,"lille, nord, france",34.0,medical,lille
152098,152099,"lens, pas de calais, france",14.0,medical,lens
152185,152186,"metz, moselle loraine, france",33.0,medical,metz
152242,152243,"paris, ile-de-france, france",34.0,medical,paris
152306,152307,"rennes, bretagne, france",26.0,medical,rennes
152308,152309,"sucy en brie, ile de france, france",71.0,medical,sucy en brie
152317,152318,"wimille, pas de calais, france",35.0,medical,wimille
152327,152328,"paris, alabama, france",34.0,medical,paris
152329,152330,"chalon sur saone, bourgogne, france",24.0,medical,chalon sur saone
152356,152357,"montreuil, n/a, france",20.0,medical,montreuil
152375,152376,"saint marcel, n/a, france",38.0,medical,saint marcel
152408,152409,"paris, ile de france, france",33.0,medical,paris
152480,152481,"paris, ile de france, france",52.0,medical,paris
152508,152509,"paris, 75, france",26.0,medical,paris
152523,152524,"paris, ile-de-france, france",29.0,medical,paris
152578,152579,"marseille, provence, france",22.0,medical,marseille
152624,152625,"courbevoie, ile de france, france",44.0,medical,courbevoie
152641,152642,"brest, n/a, france",34.0,medical,brest
152650,152651,"cachan, ile de france, france",24.0,medical,cachan
152695,152696,"paris, île de france, france",34.0,medical,paris
152697,152698,"paris, paris, france",19.0,medical,paris
152812,152813,"paris, n/a, france",21.0,medical,paris
152819,152820,"paris, ile de france, france",34.0,medical,paris
152874,152875,"seyssins, n/a, france",34.0,medical,seyssins
152898,152899,"brest, finistere, la france",44.0,medical,brest
152927,152928,"lyon, france, france",23.0,medical,lyon
152941,152942,"montauban, n/a, france",31.0,medical,montauban
152945,152946,"rennes, n/a, france",25.0,medical,rennes
153078,153079,"albi, tarn, france",26.0,medical,albi
153210,153211,"lyon, rhone, france",28.0,medical,lyon
153248,153249,"paris, n/a, france",26.0,medical,paris
153253,153254,"rennes, bretagne, france",36.0,medical,rennes
153278,153279,"paris, ile de france, france",53.0,medical,paris
153284,153285,"boulogne, billancourt, france",46.0,medical,boulogne
153360,153361,"marck, nord pas de calais, france",44.0,medical,marck
153438,153439,"toulouse, midi-pyrénées, france",34.0,medical,toulouse
153512,153513,"paris, catalunya, france",31.0,medical,paris
153619,153620,"paris, paris, france",34.0,medical,paris
153620,153621,"strasbourg, alsace, france",29.0,medical,strasbourg
153652,153653,"cachen, landes (40), la france",50.0,medical,cachen
153661,153662,"fresnes, n/a, france",44.0,medical,fresnes
153675,153676,"marseille, provence, france",43.0,medical,marseille
153717,153718,"metz, moselle, france",27.0,medical,metz
153796,153797,"le havre (vers harfleur), haute normandie, france",31.0,medical,le havre (vers harfleur)
153830,153831,", pas de calais, france",34.0,medical,
153947,153948,"boulogne-billancourt, ile de france, france",34.0,medical,boulogne-billancourt
153972,153973,"laval, loire atlantique, france",34.0,medical,laval
154020,154021,"paris, ile-de-france, france",34.0,medical,paris
154069,154070,"paris, paris, france",38.0,medical,paris
154125,154126,"dijon, bourgogne, france",48.0,medical,dijon
154196,154197,"luzarches, france, france",27.0,medical,luzarches
154247,154248,"cahors, midi-pyrénées, france",32.0,medical,cahors
154251,154252,"ronchin, nord, france",34.0,medical,ronchin
154255,154256,"toulouse, haute-garonne, france",24.0,medical,toulouse
154344,154345,"la rochette, charente, france",34.0,medical,la rochette
154353,154354,"boulogne billancourt, ile de france, france",31.0,medical,boulogne billancourt
154422,154423,"bordeaux, yukon territory, france",52.0,medical,bordeaux
154438,154439,"lyon, rhône alpes, france",25.0,medical,lyon
154459,154460,"lescar, aquitaine, france",52.0,medical,lescar
154464,154465,"paris, n/a, france",32.0,medical,paris
154468,154469,"pluneret, n/a, france",34.0,medical,pluneret
154486,154487,"paris, ile de france, france",34.0,medical,paris
154498,154499,"yvetot, normandy, france",49.0,medical,yvetot
154528,154529,"paris, ile de france, france",37.0,medical,paris
154542,154543,"la teste de buch, n/a, france",29.0,medical,la teste de buch
154616,154617,"giverny, eure, france",34.0,medical,giverny
154626,154627,"paris, n/a, france",34.0,medical,paris
154729,154730,"paris, seine (paris), france",42.0,medical,paris
154735,154736,"andernos-les-bains, gironde, france",30.0,medical,andernos-les-bains
154741,154742,"paris, paris, france",34.0,medical,paris
154762,154763,"st cyr, ile de france, france",39.0,medical,st cyr
154790,154791,"paris, n/a, france",34.0,medical,paris
154810,154811,"paris, paris, france",34.0,medical,paris
154819,154820,"paris, ile-de-france, france",46.0,medical,paris
154843,154844,"mouzillon, loire-atlantique, france",32.0,medical,mouzillon
154858,154859,"noisy le roi, ile-de-france, france",54.0,medical,noisy le roi
154867,154868,"brest, n/a, france",57.0,medical,brest
154876,154877,"st clément, saone et loire, france",36.0,medical,st clément
154912,154913,"audignies, france, france",31.0,medical,audignies
154934,154935,"lille, north of france, france",31.0,medical,lille
154943,154944,"paris, n/a, france",33.0,medical,paris
154974,154975,"strasbourg, alsace, france",29.0,medical,strasbourg
154980,154981,"paris, paris, france",34.0,medical,paris
154999,155000,"le kremlin bicêtre, ile-de-france, france",53.0,medical,le kremlin bicêtre
155010,155011,"grenoble, rhone alpes, france",34.0,medical,grenoble
155013,155014,"paris, ile de france, france",34.0,medical,paris
155018,155019,"p, n/a, france",31.0,medical,p
155101,155102,"paris, n/a, france",42.0,medical,paris
155140,155141,"nortkerque, pas de calais, france",31.0,medical,nortkerque
155145,155146,"fontenay aux roses, hauts de seine, france",21.0,medical,fontenay aux roses
155146,155147,"lyon, rhone alpes, france",60.0,medical,lyon
155153,155154,"paris, paris, france",24.0,medical,paris
155194,155195,"ifs, \n/a\"", france""",34.0,medical,ifs
155203,155204,"strasbourg, strasbourg, france",34.0,medical,strasbourg
155218,155219,"paris, ile de france, france",29.0,medical,paris
155284,155285,"vernouillet, paris west, france",46.0,medical,vernouillet
155290,155291,"brest, bretagne, france",34.0,medical,brest
155305,155306,"paris, n/a, france",34.0,medical,paris
155367,155368,"belz, bretagne, france",27.0,medical,belz
155375,155376,"bagnolet, south carolina, france",20.0,medical,bagnolet
155563,155564,"strasbourg, alsace, france",32.0,medical,strasbourg
155579,155580,"paris, paris, france",61.0,medical,paris
155777,155778,"fort frances, ontario, canada",34.0,medical,fort frances
155815,155816,"marseille, paca, france",49.0,medical,marseille
155822,155823,"paris, paris, france",42.0,medical,paris
155834,155835,"paris, n/a, france",36.0,medical,paris
155912,155913,"paris, île de france, france",34.0,medical,paris
155938,155939,"vinsobres, drome, france",37.0,medical,vinsobres
155981,155982,"bischheim, alsace, france",19.0,medical,bischheim
156088,156089,"gambais, n/a, france",38.0,medical,gambais
156117,156118,"lyon, rhone alpes, france",34.0,medical,lyon
156149,156150,"quimper, bretagne, france",36.0,medical,quimper
156273,156274,"nancy, lorraine, france",31.0,medical,nancy
156286,156287,"toulouse, n/a, france",34.0,medical,toulouse
156303,156304,"belcodene, paca, france",50.0,medical,belcodene
156397,156398,"strasbourg, alsace, france",34.0,medical,strasbourg
156437,156438,"paris, n/a, france",43.0,medical,paris
156466,156467,"roquebrune cap martin, france, france",38.0,medical,roquebrune cap martin
156478,156479,"rennes, brittany, france",62.0,medical,rennes
156519,156520,"paris, n/a, france",27.0,medical,paris
156526,156527,"juvisy sur orge, , france",34.0,medical,juvisy sur orge
156583,156584,"vaux sur seulles, basse normandie, france",55.0,medical,vaux sur seulles
156627,156628,"fort frances, ontario, canada",34.0,medical,fort frances
156650,156651,"lyon, rhône alpes, france",47.0,medical,lyon
156705,156706,"dijon, bourgogne, france",19.0,medical,dijon
156815,156816,"mérignac, aquitaine, france",45.0,medical,mérignac
156925,156926,"paris, ile de france, france",34.0,medical,paris
157082,157083,"paris, n/a, france",55.0,medical,paris
157125,157126,"la varenne saint hilaire, ile-de-france, france",34.0,medical,la varenne saint hilaire
157186,157187,"bordeaux, aquitaine, france",34.0,medical,bordeaux
157191,157192,"rue, somme, france",57.0,medical,rue
157246,157247,"lyon, n/a, france",48.0,medical,lyon
157251,157252,"paris, alabama, france",43.0,medical,paris
157272,157273,"valence, rhone-alpes, france",37.0,medical,valence
157289,157290,"paris, n/a, france",33.0,medical,paris
157298,157299,"paris, \n/a\""., france""",21.0,medical,paris
