,brand,category,name,ingredients,details,image_url
52,L'Oreal Paris,Skincare,Revitalift anti wrinkle firming day cream spf 25,AQUA / WATER • CYCLOHEXASILOXANE • ETHYLHEXYL METHOXYCINNAMATE • GLYCERIN • MYRISTYL MYRISTATE  • PHENYLBENZIMIDAZOLE SULFONIC ACID • ALCOHOL DENAT. • TRIETHANOLAMINE • STEARIC ACID • AMMONIUM POLYACRYLDIMETHYLTAURAMIDE / AMMONIUM • POLYACRYLOYLDIMETHYL TAURATE • PALMITIC ACID • TITANIUM DIOXIDE • PEG-100 STEARATE • CERA ALBA / BEESWAX • GLYCERYL STEARATE • PEG-20 STEARATE • STEARYL ALCOHOL • GLYCINE SOJA PROTEIN / SOYBEAN PROTEIN • ALUMINA • PHENETHYL ALCOHOL • HYDROLYZED SOY PROTEIN • ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE • FAEX EXTRACT / YEAST EXTRACT • ACRYLATES COPOLYMER • CETYL ALCOHOL • RETINYL PALMITATE • POTASSIUM SORBATE • METHYLPARABEN • SODIUM BENZOATE • PHENOXYETHANOL • CHLORPHENESIN • ETHYLPARABEN • LINALOOL • GERANIOL • ALPHA-ISOMETHYL IONONE • AMYL CINNAMAL • LIMONENE • CITRAL • CITRONELLOL • BUTYLPHENYL METHYLPROPIONAL • HEXYL CINNAMAL • BENZYL ALCOHOL • BENZYL BENZOATE • BENZYL CINNAMATE • BENZYL SALICYLATE • PARFUM / FRAGRANCE,"Experience advanced action against the signs of aging. RevitaLift Anti-Wrinkle + Firming Cream SPF 25, a unique daily moisturizer with broad spectrum UVA/UVB SPF 25 sunscreen protection, delivers smoother, firmer skin in just 4 weeks. Fortified with Pro-Retinol A and Stimuplex, Revitalift Anti-Wrinkle + Firming works to increase cell turnover, reduce wrinkles, firm skin, and provide 24-hour hydration.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-anti-wrinkle-firming-day-cream-spf-25/anti-wrinkle-firming-day-cream-spf-25/071249104583_t1.png
53,L'Oreal Paris,Skincare,Revitalift anti wrinkle firming eye cream,AQUA / WATER • DIMETHICONE • GLYCERIN • C12-15 ALKYL BENZOATE • SHOREA ROBUSTA BUTTER / SHOREA ROBUSTA SEED BUTTER • STEARIC ACID • PALMITIC ACID • PEG-100 STEARATE • GLYCERYL STEARATE • PEG-20 STEARATE • STEARYL ALCOHOL • PARAFFIN • GLYCINE SOJA PROTEIN / SOYBEAN PROTEIN • TRIETHANOLAMINE • CAFFEINE • ISOHEXADECANE • PHENETHYL ALCOHOL • HYDROLYZED SOY PROTEIN • ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE • FAEX EXTRACT / YEAST EXTRACT • POLYSORBATE 80 • ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER • ACRYLATES COPOLYMER • CETYL ALCOHOL • RETINYL PALMITATE • POTASSIUM SORBATE • METHYLPARABEN • SODIUM BENZOATE • CHLORHEXIDINE DIGLUCONATE • ETHYLPARABEN • PHENOXYETHANOL,"Firmer lids. Fewer Wrinkles. Less Puffiness. Now, 360-degree action around the eyes for smoother, firmer skin in just 4 weeks. This unique daily moisturizer delivers anti-wrinkle and firming action, created specially to care for the delicate area around the eyes.Experience advanced action against the signs of aging. RevitaLift® Anti-Wrinkle + Firming Eye Cream (with Pro-Retinol A and Stimuplex)  reduces wrinkles, firms skin, and reduces the “morning puffy look.”",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/eye-creams/revitalift-anti-wrinkle-firming-eye-cream/anti-wrinkle-firming-eye-cream/071249104613_t1.png
54,L'Oreal Paris,Skincare,Revitalift anti wrinkle firming night cream,AQUA / WATER • GLYCERIN • DIMETHICONE • HYDROGENATED POLYISOBUTENE •  CETYL ALCOHOL • GLYCERYL STEARATE • ALUMINUM STARCH OCTENYLSUCCINATE • PEG-40 STEARATE • PRUNUS ARMENIACA KERNEL OIL / APRICOT KERNEL OIL • SHOREA ROBUSTA BUTTER / SHOREA ROBUSTA SEED BUTTER • PARAFFINUM LIQUIDUM / MINERAL OIL • PARAFFIN • ZEA MAYS EXTRACT / CORN KERNEL EXTRACT • STEARIC ACID • STEARYL ALCOHOL • CERA MICROCRISTALLINA / MICROCRYSTALLINE WAX • SORBITAN TRISTEARATE • GLYCINE SOJA PROTEIN / SOYBEAN PROTEIN • TRIETHANOLAMINE • ISOHEXADECANE • MYRISTYL ALCOHOL • PALMITIC ACID • PHENETHYL ALCOHOL • HYDROLYZED SOY PROTEIN • CAPRYLYL GLYCOL • ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE • FAEX EXTRACT / YEAST EXTRACT •  POLYSORBATE 80 • ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER • RETINYL PALMITATE • POTASSIUM SORBATE • SODIUM BENZOATE •  PHENOXYETHANOL • LINALOOL • GERANIOL • ALPHA-ISOMETHYL IONONE • AMYL CINNAMAL • LIMONENE • CITRAL • CITRONELLOL • BUTYLPHENYL METHYLPROPIONAL • HEXYL CINNAMAL • BENZYL ALCOHOL • BENZYL BENZOATE • BENZYL CINNAMATE • BENZYL SALICYLATE • PARFUM / FRAGRANCE,"This unique nighttime moisturizer delivers anti-wrinkle and firming action while you sleep. Each morning, skin will appear refreshed, radiant, and younger looking. Experience advanced action against the signs of aging with smoother, firmer skin in just 4 weeks. RevitaLift® Anti-Wrinkle + Firming Night Cream (with Pro-Retinol® A and Stimuplex) reduces wrinkles, firms skin, and provides 24 hour moisturization.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/night-creams/revitalift-anti-wrinkle-firming-night-cream/anti-wrinkle-firming-night-cream/071249104590_t1.png
55,L'Oreal Paris,Skincare,Revitalift anti wrinkle firming moisturizer,AQUA / WATER • CYCLOHEXASILOXANE • GLYCERIN • PARAFFINUM LIQUIDUM / MINERAL OIL • MYRISTYL MYRISTATE • SHOREA ROBUSTA BUTTER / SHOREA ROBUSTA SEED BUTTER • STEARIC ACID • PALMITIC ACID • PEG-100 STEARATE • CERA ALBA / BEESWAX • GLYCERYL STEARATE • PEG-20 STEARATE • STEARYL ALCOHOL • GLYCINE SOJA PROTEIN / SOYBEAN PROTEIN • TRIETHANOLAMINE • ISOHEXADECANE • PHENETHYL ALCOHOL • HYDROLYZED SOY PROTEIN • ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE • FAEX EXTRACT / YEAST EXTRACT • • POLYSORBATE 80 • ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER • ACRYLATES COPOLYMER • CETYL ALCOHOL • RETINYL PALMITATE • POTASSIUM SORBATE • METHYLPARABEN • SODIUM BENZOATE • CHLORHEXIDINE DIGLUCONATE • ETHYLPARABEN • LINALOOL • GERANIOL • ALPHA-ISOMETHYL IONONE • AMYL CINNAMAL • LIMONENE • CITRONELLOL • BUTYLPHENYL METHYLPROPIONAL • HEXYL CINNAMAL • BENZYL ALCOHOL • BENZYL BENZOATE • BENZYL SALICYLATE • PARFUM / FRAGRANCE • PHENOXYETHANOL,"Revitalift Anti-Wrinkle & Firming Moisturizer Visibly reduces wrinkles and firms skin in 4 weeks. Now also available in Fragrance Free.

Daily anti-aging moisturizer with Pro-Retinol, a stabilized retinol derivative that works alongside other ingredients in this formula to visibly reduce wrinkles and firm skin. Our face moisturizer also features Centella Asiata, commonly known as gotu kola, an herb from traditional Chinese medicine that helps repair the skin barrier and resist visible signs of aging. Paraben Free, Dye Free, Allergy tested, and now also available in Fragrance Free. Dermatologist tested, suitable for sensitive skin. Our moisturizer is specially formulated to layer well under makeup.
See results or your money back, guaranteed.
Money back guarantee, up to $29.99 (sales tax will not be refunded). Restrictions apply. For details, call 1-800-630-5585. Valid in the 50 U.S/D.C. and only on purchase of a Revitalift Triple Power or Derm Intensives skin care product made between 1/1/18 and 12/31/19 with original store receipt. Request must be postmarked by 1/31/20 and received by 2/14/20. Void where prohibited. Limit 1 refund per person and per household.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-anti-wrinkle-firming-moisturizer/anti-wrinkle-firming-moisturizer/071249104606_t1-2.png
56,L'Oreal Paris,Skincare,Revitalift anti wrinkle firming moisturizer fragrance free,"AQUA / WATER
CYCLOHEXASILOXANE
GLYCERIN
PARAFFINUM LIQUIDUM / MINERAL OIL
PROPANEDIOL
MYRISTYL MYRISTATE
SHOREA ROBUSTA SEED BUTTER
STEARIC ACID
PALMITIC ACID
PEG-100 STEARATE
CERA ALBA / BEESWAX
GLYCERYL STEARATE
PEG-20 STEARATE
ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER
CETYL ALCOHOL
PHENOXYETHANOL
STEARYL ALCOHOL
HYDROLYZED SOY PROTEIN
ISOHEXADECANE
CAPRYLYL GLYCOL
GLYCINE SOJA PROTEIN / SOYBEAN PROTEIN
ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE CHLORIDE COPOLYMER
TRIETHANOLAMINE
POLYSORBATE 80
RETINYL PALMITATE
PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE
ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE
MYRISTIC ACID
PENTYLENE GLYCOL
SORBITAN OLEATE
SODIUM COCOYL GLUTAMATE
FAEX EXTRACT / YEAST EXTRACT
ETHYLHEXYLGLYCERIN
SODIUM BENZOATE
ISOBUTANE
PHENETHYL ALCOHOL
POTASSIUM SORBATE
CENTELLA ASIATICA EXTRACT
SALICYLOYL PHYTOSPHINGOSINE
TOCOPHEROL

FIL CODE D235099/1","Revitalift Anti-Wrinkle & Firming Moisturizer Visibly reduces wrinkles and firms skin in 4 weeks. Now also available in Fragrance Free

Daily anti-aging moisturizer with Pro-Retinol, a stabilized retinol derivative that works alongside other ingredients in this formula to visibly reduce wrinkles and firm skin. Our face moisturizer also features Centella Asiata, commonly known as gotu kola, an herb from traditional Chinese medicine that helps repair the skin barrier and resist visible signs of aging. Paraben Free, Dye Free, Allergy tested, and now also available in Fragrance Free. Dermatologist tested, suitable for sensitive skin. Our moisturizer is specially formulated to layer well under makeup.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-anti-wrinkle-firming-moisturizer-fragrance-free/071249403907_t1.png
57,L'Oreal Paris,Skincare,Eye defense,"AQUA/WATER/EAUGLYCERINSIMMONDSIA CHINENSIS SEED
OIL/JOJOBA SEED OIL  PROPANEDIOLPENTAERYTHRITYL
TETRAETHYLHEXANOATEPOLYGLYCERYL2 STEARATEPHENOXYETHANOLCARBOMER
CAFFEINEMYRISTYL ALCOHOL
BISABOLOLMETHYLPARABENSODIUM HYDROXIDEXANTHAN GUMMICAETHYLPARABEN
DISODIUM EDTAAVENA SATIVA
KERNEL EXTRACT/OAT KERNEL EXTRACTCITRIC ACIDCI 77891/TITANIUM DIOXIDEFARNESOL
SODIUM HYALURONATECI 16035/RED 40
","Defend the delicate eye area against the first signs of aging. Eye Defense smoothes fine lines, reduces puffiness, and diminishes dark circles. This light, nongreasy gel-cream is designed for all skin types.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/eye-creams/eye-defense/eye-defense/1_loreal-skincare-dermo-expertise-eye-defense-071249721018-primary-v2.png
58,L'Oreal Paris,Skincare,Hydrafresh toner,AQUA/WATERGLYCERINALCOHOL DENA.BUTYLENE GLYCOLSODIUM CHLORIDESODIUM CITRATEDIPOTASSIUM PHOSPHATEPANTHENOLPPG-26-BUTETH-26POTASSIUM PHOSPHATECITRIC ACIDBENZOPHENONE-4DISODIUM EDTAPEG-40 HYDROGENATED CASTOR OILCAPRYLOYL SALICYLIC ACIDROSA CENTIFOLIA WATER/ROSA CENTIFOLIA FLOWER WATERDIAZOLIDINYL UREACI 14700/RED 4CI 17200/RED 33PARFUM/FRAGRANCELIMONENELINALOOLBENZYL BENZOATEALPHA-ISOMETHYL INONEHYDROXYCITRONELLALBUTYLPHENYL METHYLPROPIONAL,"HydraFresh Toner's gentle, nondrying formula refreshes and softens skin in a splash, revealing a smoother, brighter complexion and leaving skin smooth and supple. Beta Hydroxy Acid gently sweeps away dull, tired skin while Pro-Vitamin B5 helps protect against moisture loss. 99% alcohol free. Dermatologist tested for gentleness.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-cleansers/hydrafresh-toner/toner/toner-front-shot.png
59,L'Oreal Paris,Skincare,Loreal eye makeup remover,"AQUA / WATERCYCLOPENTASILOXANEISOHEXADECANEISOPROPYL PALMITATEDIPOTASSIUM PHOSPHATEPANTHENOLPOLOXAMER 184POLYAMINOPROPYL BIGUANIDEPOTASSIUM PHOSPHATESODIUM CHLORIDE. F.I.L.# B31175/1.
","Eye Makeup Remover removes eye makeup instantly with a gentle, oil-free formula. Cleans delicate eye area without leaving a greasy film. Dermatologist-tested and safe for contact lens wearers.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/makeup-removers/loreal-eye-makeup-remover/eye-makeup-remover/071249624043_t1.png
60,L'Oreal Paris,Skincare,Hydra renewal continuous moisture cream,"AQUA/WATER, BUTYROSPERUM PARKII BUTTER/SHEA BUTTER, GLYCERIN, CYCLOPENTASILOXANE, PARAFFINUM LIQUIDUM/MINERAL OIL, POLYTHYLENE, UREA, CLYCERYL LINOLEATE, PEG-100 STEARATE, GLYCERYL STEARATE, PEG-2 STEARATE, POLYSORBATE 60, TRIETHANOLAMINE, GLYCERYL OLEATE, PHENOXYETHANOL, CAPRYLYL CLYCOL, PANTHENOL, PENTYLENE GLYCOL, CETYL ALCOHOL, 3-AMINO-6-METHOXY-2-METHYLAMINOPYRIDINE DIHYDROCHLORIDE, STEARIC ACID, TOCOPHERYL ACETATE, CITRULLINE, METHYLPARABEN, PHENYLALANINE, XANTHAN GUM, CHLORHEXIDINE DIGLUCONATE, PROPYLENE GLYCOL, GLYCERYL LINOLENATE, LIMONENE, CITRIC ACID, LINALOOL, BENZYL ALCOHOL, HYDROXYCITRONELLAL, ALPHAISOMETHYLIONONE, BNUTYLPHENYL METHYLPROPIONAL, BENZYL SALICYLATE, EUGENOL, PARFUM/FRAGRANCE, PROPYLPARABEN","L’Oreal Paris Hydra-Renewal is a day and night facial moisturizer that is helps to hydrate dry sensitive skin 
Hydra-Renewal Continuous face moisturizer is formulated with Pro-Vitamin B5 to help protect against moisture loss 
Hydra-Renewal Facial moisturizer provides hydration to dry skin and leaves skin softer, healthy looking and radiant 
For best results, use this face moisturizer in the morning and night, alone or under makeup, smooth gently onto face and neck until thoroughly absorbed 
This face moisturizer is Dermatologist tested for gentleness and is non-comedogenic - does not tend to cause blocked pores",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/hydra-renewal-continuous-moisture-cream/continuous-moisture-cream/071249938010-t1-v2.png
61,L'Oreal Paris,Skincare,Wrinkle expert 55 moisturizer,"AQUA / WATER
GLYCERIN
ISOHEXADECANE
DIMETHICONE
ISOPROPYL ISOSTEARATE
ALUMINUM STARCH OCTENYLSUCCINATE
PROPYLENE GLYCOL
NYLON-12
OCTYLDODECANOL
CETYL ALCOHOL
AMMONIUM POLYACRYLDIMETHYLTAURAMIDE / AMMONIUM POLYACRYLOYLDIMETHYL TAURATE
BEHENYL ALCOHOL
PHENOXYETHANOL
POLYETHYLENE
CETEARYL ALCOHOL
STEARIC ACID
PALMITIC ACID
POLYACRYLAMIDE
PARFUM / FRAGRANCE
DISODIUM STEAROYL GLUTAMATE
CAPRYLOYL SALICYLIC ACID
CAPRYLYL GLYCOL
ARACHIDYL ALCOHOL
PEG-100 STEARATE
C13-14 ISOPARAFFIN
CETEARYL GLUCOSIDE
STEARYL ALCOHOL
DISODIUM EDTA
LAURETH-7
CALCIUM PCA
TRIETHANOLAMINE
MYRISTYL ALCOHOL
ADENOSINE
T-BUTYL ALCOHOL
MYRISTIC ACID
""","Wrinkle Expert is L’Oréal Paris’ first daily anti-wrinkle skincare line for all of life’s stages featuring formulas, with selected ingredients, for younger looking skin at every age. Our anti-wrinkle face cream for ages 55+ with Calcium works to strengthen thinning skin and improve smoothness for a more youthful appearance. Visibly reduces signs of aging including wrinkles, sagging contours, and density loss.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/wrinkle-expert-55-moisturizer/55-moisturizer/071249318843_t1.png
62,L'Oreal Paris,Skincare,Wrinkle expert 55 age defense lotion spf,"FORMULA 917144/2  ACTIVE INGREDIENTS: AVOBENZONE 3%, HOMOSALATE 5%, OCTISALATE 5%, OCTOCRYLENE 7.2%; COSMETIC INGREDIENTS: WATER, GLYCERIN, SILICA, DIMETHICONE, PEG-100 STEARATE, GLYCERYL STEARATE, STEARIC ACID, PHENOXYETHANOL, PALMITIC ACID, AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, DICAPRYLYL CARBONATE, STEARETH-100, PHENYLETHYL RESORCINOL, CAPRYLOYL SALICYLIC ACID, CAPRYLYL GLYCOL, XANTHAN GUM, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISODIUM EDTA, FRAGRANCE, TOCOPHEROL, CALCIUM PCA, SODIUM HYALURONATE, ASCORBYL GLUCOSIDE, MYRISTIC ACID, SODIUM HYDROXIDE FIL CODE D251105/1","Reduce wrinkles and protect skin against sun induced aging*. NEW Wrinkle Expert Age Defense UV lotion 55+ formula with calcium and Broad Spectrum SPF 30 strengthens, smooths and protects skin.

HOW IT WORKS: Calcium is a mineral knows for its strenghtening benefits. It works alongside the other ingredients in this formula to strenghten thinning skin.

WHAT'S NEW: Broad spectrum SPF 30 helps protect skin against the sun's aging UVA/UVB rays*.

THE RESULT: Immediately after application skin appears refreshed and radiant, it feels softer and silky. Skin is hydrated for up to 24H. In 4 weeks wrinkles are visibly smoothed. Skin is more even and appears younger.

Wrinkle Expert Age Defense UV lotion 55+ is suitable for sensitive skin, allergy tested, non-comedogenic, non-greasy. The formula is dye free, mineral oil free, paraben free.

*When used as directed with other sun protection measures.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/wrinkle-expert-55-age-defense-lotion-spf/55-age-defense-lotion-spf/071249419106_t1.png
63,L'Oreal Paris,Skincare,Wrinkle expert 55 anti wrinkle eye treatment,"AQUA/WATER 
GLYCERIN 
ISOHEXADECANE 
DIMETHICONE 
ISOPROPYL ISOSTEARATE
ALUMINUM STARCH OCTENYLSUCCINATE
PROPYLENE GLYCOL 
NYLON-12 
OCTYLDODECANOL 
CETYL ALCOHOL 
BEHENYL ALCOHOL 
AMMONIUM
POLYACRYLOYLDIMETHYL TAURATE 
PHENOXYETHANOL
POLYETHYLENE 
CETEARYL ALCOHOL 
STEARIC
ACID 
PALMITIC ACID 
POLYACRYLAMIDE 
DISODIUM
STEAROYL GLUTAMATE 
CAPRYLOYL SALICYLIC ACID 
CAPRYLYL GLYCOL 
PEG-100 STEARATE
C13-14 ISOPARAFFIN
CETEARYL GLUCOSIDE 
DISODIUM EDTA 
LAURETH-7 
CALCIUM PCA 
TRIETHANOLAMINE 
ADENOSINE 
T-BUTYL ALCOHOL 
MYRISTIC ACID 
F.I.L.# D204134/1","Starting in your fifties, skin loses vital nourishment and becomes thinner. The skin around the eye area becomes drier, which can lead to an increase in the appearance of wrinkles, making you look older. Wrinkle Expert Eye Treatment for ages 55+ is formulated with Calcium to strengthen thinning skin around the eye and improve smoothness. Wrinkle Expert eye cream visibly reduces the signs of aging including crow's feet, dryness and skin texture. With this under eye moisturizer, skin is mmediately moisturized, feels softer and smoother. In just 4 weeks, crow’s feet look improved.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/eye-creams/wrinkle-expert-55-anti-wrinkle-eye-treatment/55-anti-wrinkle-eye-treatment/t1_we-55-product-shot.png
64,L'Oreal Paris,Skincare,Age perfect rosy tone moisturizer for mature dull skin,"Always read the ingredient list on the product label before use. Please consult the product packaging on the shade level at your local store for detailed product ingredients and application instructions.

AQUA / WATER / EAU
SQUALANE
CYCLOHEXASILOXANE
GLYCERIN
CETYL ALCOHOL
GLYCERYL STEARATE
PEG-40 STEARATE
MYRISTYL MYRISTATE
PENTAERYTHRITYL TETRAETHYLHEXANOATE
OCTYLDODECANOL
SORBITAN TRISTEARATE
BUTYLENE GLYCOL
PHENOXYETHANOL
ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER
SYNTHETIC FLUORPHLOGOPITE
CI 77891 / TITANIUM DIOXIDE
ISOHEXADECANE
CAPRYLOYL SALICYLIC ACID
MANNITOL
SILICA
ASCORBYL GLUCOSIDE
PARFUM / FRAGRANCE
CHLORPHENESIN
MICA
POLYSORBATE 80
PAEONIA ALBIFLORA ROOT EXTRACT
DISODIUM EDTA
CI 77163 / BISMUTH OXYCHLORIDE
CI 77491 / IRON OXIDES
HYDROLYZED CICER SEED EXTRACT
SODIUM HYDROXIDE
SORBITAN OLEATE
IRIS FLORENTINA ROOT EXTRACT
VIGNA ACONITIFOLIA SEED EXTRACT
CYCLODEXTRIN
SODIUM COCOYL GLUTAMATE
FAEX EXTRACT / YEAST EXTRACT / EXTRAIT DE LEVURE
HEXYL CINNAMAL
TIN OXIDE
BENZYL ALCOHOL
HYDROXYCITRONELLAL
BENZYL SALICYLATE
LINALOOL
CITRONELLOL
LIMONENE
GERANIOL
ALPHA-ISOMETHYL IONONE
DISODIUM SUCCINATE 

FIL CODE D238413/1","Age Perfect® Rosy Tone Moisturizer is a daily face cream for mature, dull skin. This moisturizer for mature skin is formulated with Imperial Peony Extracts and LHA to gently exfoliate dull, sallow skin and revive skin's natural rosy tone. As skin matures, its ability to renew surface cells slows down. As a result, skin's natural pink tone is hidden and complexion becomes dull, losing its natural rosy tone of youth. Help promote a younger-looking, smooth complexion with Age Perfect Rosy Tone Moisturizer, a face cream for mature, dull skin. 

*Packaging may vary, what you receive may not be what is reflected on site.

*Money back guarantee, up to $24.99 (sales tax and shipping not refunded), for L’Oréal Paris Age Perfect. Purchase made between 3/1/2020-12/31/20 redeem by 1/30/21. Restrictions apply. For details, call 1-855-332-9983. ",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/age-perfect-rosy-tone-moisturizer-for-mature-dull-skin/rosy-tone-moisturizer-for-mature-dull-skin/071249331262_t1.png
65,L'Oreal Paris,Skincare,Age perfect rosy tone cooling night moisturizer,"AQUA / WATER, GLYCERIN, HYDROGENATED POLYISOBUTENE, BUTYLENE GLYCOL, DIMETHICONE, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, LIMNANTHES ALBA SEED OIL / MEADOWFOAM SEED OIL, ALCOHOL DENAT., STEARYL ALCOHOL, C30-45 ALKYL DIMETHICONE, PEG-20 STEARATE, SILICA, PEG-100 STEARATE, GLYCERYL STEARATE, OCTYLDODECANOL, PHENOXYETHANOL, AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, PARFUM / FRAGRANCE, CAPRYLYL GLYCOL, CARBOMER, CAPRYLOYL SALICYLIC ACID, MENTHOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, CALCIUM PANTETHEINE SULFONATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ADENOSINE, PAEONIA ALBIFLORA ROOT EXTRACT,
POTASSIUM HYDROXIDE, HEXYL CINNAMAL, PAEONIA SUFFRUTICOSA ROOT EXTRACT, BENZYL ALCOHOL, HYDROXYCITRONELLAL, BENZYL SALICYLATE, LINALOOL, PEG-30 DIPOLYHYDROXYSTEARATE, TRIDECETH-6, CITRONELLOL, LIMONENE, GERANIOL, IRIS FLORENTINA ROOT EXTRACT, ALPHA-ISOMETHYL IONONE, TOCOPHEROL, CI 14700 / RED 4, CI 19140 / YELLOW 5, CITRIC ACID 
F.I.L. # D255605/1","REACTIVATE ROSY RADIANCE AND FIRM SKIN. NEW Age Perfect Rosy Tone Cooling Night Moisturizer is specifically designed for mature, dull skin. Imperial Peony—With their elegant pink color and delicately soft petals, peonies symbolize beauty, grace and are known for their skincare properties. LHA Exfoliant a.k.a Lipohydroxy Acid — is proven to effectively help stimulate skin’s surface cell exfoliation and reveal millions of new cells.

Imperial Peony—With their elegant pink color and delicately soft petals, peonies symbolize beauty, grace and are known for their skincare properties. LHA Exfoliant a.k.a Lipohydroxy Acid — is proven to effectively help stimulate skin’s surface cell exfoliation and reveal millions of new cells.
THE BENEFITS: Instantly cools. All night hydration. Absorbs quickly. Non-greasy. Paraben Free. Mineral Oil Free. Dye Free. Allergy Tested.
SEE VISIBLE RESULTS IMMEDIATELY AND OVERTIME.
Immediately—Skin feels moisturized and nourished. Skin is cooled by -2°.
By morning— Skin appears smoother and is soft to the touch.
Over time—Rosy radiance appears renewed. Firmness and elasticity are noticeably improved.
LOVE IT OR YOUR MONEY BACK Guaranteed. Money back guarantee up to $24.99 for L’Oréal Paris Age Perfect (sales tax and shipping will not be refunded). Restrictions apply. For details, call 1-855-332-9983. Valid in the 50 US/DC, 18 years of age or age of majority and older, and only on purchase of a L’Oréal Paris Age Perfect product purchase made between 3/1/2020 and 12/31/20 with original store receipt. Request must be postmarked by 1/30/21 and received by 2/14/21. Void where prohibited. Limit 1 refund per person and per household. Please allow 8-10 weeks for delivery.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/age-perfect-rosy-tone-cooling-night-moisturizer/rosy-tone-cooling-night-moisturizer/071249419762_t1.png
